1041,三元特品纯牛奶250ml*24礼盒装,三元（SAN YUAN）,北京,360,9,N,61.9,1,纯牛奶,饮料
1042,欧德堡全脂纯牛奶,欧德堡（Oldenburger）,德国,340,7,N,59,1,纯牛奶,饮料
1043,蒙牛牛奶,蒙牛（MENGNIU）,中国河北省唐山市,240,6,N,65.9,1,纯牛奶,饮料
1044,光明牛奶,光明,中国大陆,280,10,N,42.9,1,纯牛奶,饮料
1045,哈威鲜牛奶,哈威鲜,澳大利亚,100,9,N,119,1,纯牛奶,饮料
1046,君乐宝遇见奶牛纯牛奶（原味）,君乐宝（JUNLEBAO）,河北石家庄,130,7,N,29.9,1,纯牛奶,饮料
1047,欧德堡牛奶,欧德堡（Oldenburger）,德国,120,9,N,139,1,纯牛奶,饮料
1048,小西牛纯牛奶,小西牛（XIAOXINIU）,中国大陆青海省,190,7,N,60,1,纯牛奶,饮料
1049,蒙牛牛奶,蒙牛（MENGNIU）,中国大陆,260,7,N,65,1,纯牛奶,饮料
1050,纽仕兰250ml*12礼盒装,纽仕兰（Theland）,新西兰,80,10,N,79.9,1,纯牛奶,饮料
1051,安佳脱脂,安佳（Anchor）,新西兰,360,10,N,89,1,纯牛奶,饮料
1052,伊利牛奶,伊利,中国,310,7,N,49.4,1,纯牛奶,饮料
1053,乐荷有机全脂纯牛奶,乐荷（vecozuivel）,荷兰,180,7,N,199,1,纯牛奶,饮料
1054,德亚牛奶,德亚（Weidendorf）,德国,240,6,N,69.9,1,纯牛奶,饮料
1055,澳伯顿澳大利亚 进口牛奶 澳伯顿 So Natural 全脂纯牛奶 1L*12盒,澳伯顿,澳大利亚,180,7,N,109,1,纯牛奶,饮料
1056,安佳卓冉有机纯牛奶,安佳（Anchor）,新西兰,130,7,N,99,1,纯牛奶,饮料
1057,伊利牛奶,伊利,中国,40,6,N,53.9,1,纯牛奶,饮料
1058,伊利牛奶,伊利,中国,130,10,N,66.8,1,纯牛奶,饮料
1059,澳伯顿澳大利亚 进口牛奶 澳伯顿 So Natural 全脂纯牛奶 1L*12盒,澳伯顿,澳大利亚,80,8,N,109,1,纯牛奶,饮料
1060,安佳卓冉有机纯牛奶,安佳（Anchor）,新西兰,230,7,N,99,1,纯牛奶,饮料
1061,德国 进口牛奶 欧德堡（Oldenburger）超高温处理全脂纯牛奶 200ml*24盒,欧德堡（Oldenburger）,德国,260,6,N,69,1,纯牛奶,饮料
1062,光明纯牛奶,光明,黑龙江,120,10,N,49.9,1,纯牛奶,饮料
1063,艾恩摩尔牛奶,艾恩摩尔（AVONMORE）,爱尔兰,30,6,N,59,1,纯牛奶,饮料
1064,爱氏晨曦 脱脂牛奶 1L*12,爱氏晨曦（arla）,德国,160,9,N,105,1,纯牛奶,饮料
1065,安佳牛奶,安佳（Anchor）,新西兰,110,6,N,129,1,纯牛奶,饮料
1066,澳牧牛奶,澳牧（Australia,澳大利亚,60,7,N,128,1,纯牛奶,饮料
1067,澳伯顿澳大利亚 进口牛奶 澳伯顿（So Natural）脱脂纯牛奶 200ml*24盒,澳伯顿,澳大利亚,50,10,N,59,1,纯牛奶,饮料
1068,德运牛奶,德运（Devondale）,澳大利亚,250,10,N,89,1,纯牛奶,饮料
1069,蒙牛酸奶,蒙牛（MENGNIU）,焦作,130,7,N,89.9,1,纯牛奶,饮料
1070,上质进口牛奶,上质（SUNSIDES）,德国,60,7,N,59,1,纯牛奶,饮料
1071,伊利QQ星,伊利,中国大陆,110,7,N,54.3,1,纯牛奶,饮料
1072,甘蒂牧场牛奶,甘蒂牧场（MUH）,德国,180,10,N,85,1,纯牛奶,饮料
1073,蒙牛牛奶,蒙牛（MENGNIU）,内蒙古呼和浩特市,290,9,N,43.9,1,纯牛奶,饮料
1074,光明牛奶,光明,上海/浙江/山东/黑龙江/江苏,110,7,N,55.9,1,纯牛奶,饮料
1075,三元极致高品质纯牛奶（全脂型）250*12,三元（SAN YUAN）,中国大陆,200,10,N,50.9,1,纯牛奶,饮料
1076,纽麦福牛奶,纽麦福（Meadow fresh）,新西兰,80,6,N,89,1,纯牛奶,饮料
1077,蒙牛牛奶,蒙牛（MENGNIU）,中国河北省唐山市,40,6,N,65.9,1,纯牛奶,饮料
1078,荷高全脂纯牛奶,荷高（Globemilk）,荷兰,30,8,N,89,1,纯牛奶,饮料
1079,光明纯奶,光明,上海,210,10,N,49.9,1,纯牛奶,饮料
1080,三元三元 白盒纯牛奶250ml*12礼盒装,三元（SAN YUAN）,中国河北/北京,130,6,N,65.9,1,纯牛奶,饮料
1081,爱氏晨曦牛奶,爱氏晨曦（arla）,德国,40,9,N,79.9,1,纯牛奶,饮料
1082,欧德堡脱脂纯牛奶,欧德堡（Oldenburger）,德国,210,7,N,59,1,纯牛奶,饮料
1083,德亚牛奶,德亚（Weidendorf）,德国,140,7,N,69.9,1,纯牛奶,饮料
1084,德运牛奶,德运（Devondale）,澳大利亚,130,9,N,69,1,纯牛奶,饮料
1085,蒙牛牛奶,蒙牛（MENGNIU）,中国内蒙古呼和浩特市,80,6,N,36.9,1,纯牛奶,饮料
1086,澳伯顿澳大利亚 进口牛奶 澳伯顿（So Natural）脱脂纯牛奶 1L*12盒/1箱装,澳伯顿,澳大利亚,220,6,N,109,1,纯牛奶,饮料
1087,上质进口牛奶,上质（SUNSIDES）,德国,200,7,N,63.9,1,纯牛奶,饮料
1088,德亚脱脂纯牛奶250ml*24,德亚（Weidendorf）,澳大利亚,260,7,N,79.9,1,纯牛奶,饮料
1089,蒙牛纯牛奶,蒙牛（MENGNIU）,中国大陆,280,10,N,59.9,1,纯牛奶,饮料
1090,蒙牛牛奶,蒙牛（MENGNIU）,中国河北省唐山市,130,6,N,39.9,1,纯牛奶,饮料
1091,乐荷有机全脂纯牛奶,乐荷（vecozuivel）,荷兰,50,8,N,109,1,纯牛奶,饮料
1092,安佳超高温灭菌全脂牛奶,安佳（Anchor）,新西兰,230,8,N,58,1,纯牛奶,饮料
1093,三元极致有机纯牛奶250ml*12 礼盒装,三元（SAN YUAN）,中国河北/北京,150,6,N,60.8,1,纯牛奶,饮料
1094,德运牛奶,德运（Devondale）,澳大利亚,50,10,N,89,1,纯牛奶,饮料
1095,德国 进口牛奶 欧德堡（Oldenburger）超高温处理脱脂纯牛奶 200ml*24盒,欧德堡（Oldenburger）,德国,190,9,N,69,1,纯牛奶,饮料
1096,三元三元 利乐枕特品纯牛奶227ml*16袋/箱,三元（SAN YUAN）,中国大陆,340,6,N,31.9,1,纯牛奶,饮料
1097,德运牛奶,德运（Devondale）,澳大利亚,220,8,N,69,1,纯牛奶,饮料
1098,德悠1L/盒*12盒,德悠,德国,180,6,N,99,1,纯牛奶,饮料
1099,安佳超高温灭菌100%低脂纯牛奶,安佳（Anchor）,新西兰,190,10,N,129,1,纯牛奶,饮料
1100,科迪食品旗舰店原生牛奶透明枕180mlx16包袋装纯牛奶促销包邮 透明枕纯牛奶x16,科迪,中国大陆,150,8,N,42.9,1,纯牛奶,饮料
1101,乐荷有机全脂纯牛奶,乐荷（vecozuivel）,荷兰,120,9,N,279,1,纯牛奶,饮料
1102,伊利金典,伊利,新西兰,140,8,N,65.9,1,纯牛奶,饮料
1103,蒙牛特仑苏,蒙牛（MENGNIU）,中国内蒙古包头市,40,9,N,80,1,纯牛奶,饮料
1104,圣牧有机纯牛奶,圣牧,内蒙古,250,6,N,79,1,纯牛奶,饮料
1105,德亚牛奶,德亚（Weidendorf）,德国,340,9,N,118,1,纯牛奶,饮料
1106,安佳卓冉有机纯牛奶,安佳（Anchor）,新西兰,170,10,N,59,1,纯牛奶,饮料
1107,德亚牛奶,德亚（Weidendorf）,德国,250,6,N,119,1,纯牛奶,饮料
1108,荷高脱脂纯牛奶,荷高（Globemilk）,荷兰,300,7,N,69,1,纯牛奶,饮料
1109,绿林贝牛奶,绿林贝（LVLINB）,奥地利,140,7,N,55,1,纯牛奶,饮料
1110,三剑客牛奶,三剑客,河南省漯河市,250,6,N,32.8,1,纯牛奶,饮料
1111,蒙牛牛奶,蒙牛（MENGNIU）,中国河北省唐山市,40,10,N,39.9,1,纯牛奶,饮料
1112,三剑客牛奶,三剑客,河南省漯河市,190,8,N,32.8,1,纯牛奶,饮料
1113,天润天润MINI包180g*12盒,天润（TERUN）,中国新疆,160,9,N,39,1,纯牛奶,饮料
1114,荷高全脂纯牛奶,荷高（Globemilk）,荷兰,280,8,N,79,1,纯牛奶,饮料
1115,纽仕兰牛奶,纽仕兰（Theland）,新西兰,180,10,N,129,1,纯牛奶,饮料
1116,皇氏乳业牛奶,皇氏乳业,广西南宁市,40,6,N,56,1,纯牛奶,饮料
1117,银桥纯牛奶,银桥,陕西 西安,100,9,N,29.9,1,纯牛奶,饮料
1118,三元极致高品质纯牛奶（低脂型）250ml*12,三元（SAN YUAN）,中国大陆,190,6,N,50.9,1,纯牛奶,饮料
1119,纽仕兰250ml*10礼盒装,纽仕兰（Theland）,新西兰,120,9,N,79,1,纯牛奶,饮料
1120,德亚牛奶,德亚（Weidendorf）,德国,140,6,N,169.9,1,纯牛奶,饮料
1121,三元三元 极致A2纯牛奶250ml*12 礼盒装,三元（SAN YUAN）,北京,290,9,N,117,1,纯牛奶,饮料
1122,尼平河脱脂纯牛奶1L*12,尼平河（NEPEAN RIVER DAIRY）,澳大利亚,310,7,N,99,1,纯牛奶,饮料
1123,伊利百利包纯牛奶 家庭装 200ML*16包,伊利,中国大陆,190,6,N,32,1,纯牛奶,饮料
1124,兰雀1L*12,兰雀,德国,280,9,N,99,1,纯牛奶,饮料
1125,新希望低温纯牛奶,新希望（new hope）,山东烟台,300,6,N,24.8,1,纯牛奶,饮料
1126,德悠牛奶,德悠,德国,260,8,N,59,1,纯牛奶,饮料
1127,荷高脱脂纯牛奶,荷高（Globemilk）,荷兰,310,6,N,89,1,纯牛奶,饮料
1128,风车牧场脱脂牛奶 1L,风车牧场（Flevomel）,荷兰,210,8,N,139,1,纯牛奶,饮料
1129,纽麦福牛奶,纽麦福（Meadow fresh）,新西兰,180,7,N,129,1,纯牛奶,饮料
1130,蒙牛早餐奶,蒙牛（MENGNIU）,中国安徽/河北,130,9,N,24.9,1,纯牛奶,饮料
1131,乐荷有机全脂纯牛奶,乐荷（vecozuivel）,荷兰,260,7,N,139,1,纯牛奶,饮料
1132,安佳脱脂,安佳（Anchor）,新西兰,80,9,N,58,1,纯牛奶,饮料
1133,甘蒂牧场牛奶,甘蒂牧场（MUH）,德国,50,6,N,129,1,纯牛奶,饮料
1134,德亚脱脂牛奶,德亚（Weidendorf）,德国,360,8,N,69.9,1,纯牛奶,饮料
1135,伊利舒化,伊利,中国大陆,310,10,N,44.8,1,纯牛奶,饮料
1136,艾美低脂牛奶1L*12盒,艾美（Emmi）,瑞士,40,8,N,199,1,纯牛奶,饮料
1137,德质全脂纯牛奶 490ml*6瓶/箱,德质,德国,260,8,N,139,1,纯牛奶,饮料
1138,君乐宝优质牧场纯牛奶250ml*12礼品装,君乐宝（JUNLEBAO）,河北石家庄,200,9,N,59.9,1,纯牛奶,饮料
1139,德悠1L/盒*12盒,德悠,德国,70,6,N,129,1,纯牛奶,饮料
1140,天润盖瑞利乐砖全脂纯奶200g*18包,天润（TERUN）,中国新疆,30,8,N,65,1,纯牛奶,饮料
1141,夏进牛奶,夏进,宁夏吴忠市,60,9,N,49.9,1,纯牛奶,饮料
1142,伊利酸奶,伊利,中国大陆,60,6,N,59.8,1,纯牛奶,饮料
1143,兰雀1L*12盒,兰雀,德国,130,8,N,99,1,纯牛奶,饮料
1144,蒙牛 【16盒装】 特仑苏纯牛奶 250ml电商版礼盒装【官方旗舰店】,蒙牛,中国大陆,300,9,N,68.9,1,纯牛奶,饮料
1145,圣牧有机纯牛奶,圣牧,内蒙古,120,6,N,45,1,纯牛奶,饮料
1146,德质牛奶,德质,德国,350,6,N,249,1,纯牛奶,饮料
1147,放牧原生全脂牛奶,放牧原生（FREE GRAZING）,澳大利亚,340,10,N,119.9,1,纯牛奶,饮料
1148,I莜西贝莜面村 有机纯牛奶,I莜,内蒙古巴彦淖尔市,110,7,N,78,1,纯牛奶,饮料
1149,蒙牛牛奶,蒙牛（MENGNIU）,中国大陆,190,6,N,49.9,1,纯牛奶,饮料
1150,风车牧场脱脂1L,风车牧场（Flevomel）,荷兰,130,8,N,79,1,纯牛奶,饮料
1151,德国 进口牛奶 欧德堡（Oldenburger）超高温处理全脂纯牛奶 1L*12,欧德堡（Oldenburger）,德国,30,9,N,135,1,纯牛奶,饮料
1152,甘蒂牧场1L*12盒,甘蒂牧场（MUH）,德国,300,9,N,119,1,纯牛奶,饮料
1153,萨尔茨堡全脂牛奶,萨尔茨堡（SalzburgMilch）,奥地利,210,7,N,139,1,纯牛奶,饮料
1154,艾恩摩尔牛奶,艾恩摩尔（AVONMORE）,爱尔兰,150,6,N,75,1,纯牛奶,饮料
1155,甘蒂牧场牛奶,甘蒂牧场（MUH）,德国,150,10,N,129,1,纯牛奶,饮料
1156,乐荷有机脱脂纯牛奶,乐荷（vecozuivel）,荷兰,350,7,N,89,1,纯牛奶,饮料
1157,安佳牛奶 纯牛奶进口 全脂牛奶250ml*30盒,安佳（Anchor）,新西兰,110,8,N,119,1,纯牛奶,饮料
1158,荷高部分脱脂（低脂）纯牛奶,荷高（Globemilk）,荷兰,210,9,N,75,1,纯牛奶,饮料
1159,多美鲜牛奶,多美鲜（SUKI）,德国,180,7,N,119,1,纯牛奶,饮料
1160,天润新疆兵团牧场250ml*12盒,天润（TERUN）,中国新疆,210,10,N,62,1,纯牛奶,饮料
1161,卓牧纯羊奶16盒装,卓牧（JOMILK）,陕西杨凌,240,7,N,139,1,纯牛奶,饮料
1162,兰雀200g*24,兰雀,德国,170,9,N,59,1,纯牛奶,饮料
1163,放牧原生脱脂牛奶,放牧原生（FREE GRAZING）,澳大利亚,180,6,N,86.9,1,纯牛奶,饮料
1164,伊利 QQ星原生DHA纯牛奶195mL*12盒/礼盒装,伊利,中国大陆,300,7,N,54.4,1,纯牛奶,饮料
1165,新希望纯牛奶,新希望（new hope）,杭州,300,9,N,42,1,纯牛奶,饮料
1166,甘蒂牧场牛奶,甘蒂牧场（MUH）,德国,160,8,N,179,1,纯牛奶,饮料
1167,VALIO全脂纯牛奶,VALIO,澳大利亚,220,7,N,89,1,纯牛奶,饮料
1168,伊利舒化,伊利,中国大陆,170,7,N,42.2,1,纯牛奶,饮料
1169,黎明·慕思兰德进口牛奶,黎明·慕思兰德（SUNRISE·MUNSTERLAND）,德国,310,10,N,98,1,纯牛奶,饮料
1170,德质德质240ml全脂8瓶,德质,德国,210,8,N,89,1,纯牛奶,饮料
1171,蒙牛纯牛奶250*24,蒙牛（MENGNIU）,呼和浩特,180,6,N,65.9,1,纯牛奶,饮料
1172,艾恩摩尔牛奶,艾恩摩尔（AVONMORE）,爱尔兰,210,7,N,59,1,纯牛奶,饮料
1173,安佳牛奶 全脂纯牛奶新西兰进口UHT 250ml*24整箱,安佳（Anchor）,新西兰,190,8,N,99.9,1,纯牛奶,饮料
1174,【中粮我买网】上质欧诺鲜 脱脂纯牛奶1L*12 法国原装进口,上质（SUNSIDES）,法国,310,7,N,99.9,1,纯牛奶,饮料
1175,爱氏晨曦牛奶,爱氏晨曦（arla）,德国,120,9,N,119.9,1,纯牛奶,饮料
1176,蒙牛牛奶,蒙牛（MENGNIU）,安徽等,100,6,N,40.8,1,纯牛奶,饮料
1177,伊利 金典新西兰进口纯牛奶250mL*12盒/礼盒装,伊利,新西兰,320,6,N,66,1,纯牛奶,饮料
1178,天润天润浓缩高钙牛奶180ml*12盒,天润（TERUN）,中国大陆,270,10,N,31.8,1,纯牛奶,饮料
1179,纽仕兰牛奶,纽仕兰（Theland）,澳大利亚,90,6,N,189,1,纯牛奶,饮料
1180,纽仕兰4.0g蛋白质全脂纯牛奶,纽仕兰（Theland）,新西兰,270,10,N,19.9,1,纯牛奶,饮料
1181,荷高有机脱脂纯牛奶,荷高（Globemilk）,荷兰,220,6,N,129,1,纯牛奶,饮料
1182,三元舒释奶品致低乳糖（全脂型）250ml*12,三元（SAN YUAN）,中国大陆,200,6,N,38,1,纯牛奶,饮料
1183,荷兰乳牛全脂纯牛奶,荷兰乳牛,法国,230,7,N,69,1,纯牛奶,饮料
1184,三元纯牛奶,三元（SAN YUAN）,北京、河北,220,6,N,47.9,1,纯牛奶,饮料
1185,兰雀200ml*12,兰雀,德国,160,7,N,49,1,纯牛奶,饮料
1186,花园 袋装利乐枕纯牛奶新疆原生奶200ML*20包/箱,花园,中国大陆,120,6,N,68,1,纯牛奶,饮料
1187,德质脱脂纯牛奶 490ml*12瓶/箱,德质,德国,70,8,N,209,1,纯牛奶,饮料
1188,德质脱脂纯牛奶 490ml*6瓶/箱,德质,德国,150,8,N,129,1,纯牛奶,饮料
1189,蒙牛牛奶,蒙牛（MENGNIU）,中国大陆,130,10,N,59.9,1,纯牛奶,饮料
1190,乐荷有脱脂纯牛奶,乐荷（vecozuivel）,荷兰,30,9,N,289,1,纯牛奶,饮料
1191,安佳牛奶 脱脂纯牛奶新西兰进口UHT 250ml*24 整箱装,安佳（Anchor）,新西兰,90,10,N,94,1,纯牛奶,饮料
1192,圣牧有机纯牛奶,圣牧,内蒙古,160,10,N,56,1,纯牛奶,饮料
1193,纽仕兰牛奶,纽仕兰（Theland）,澳大利亚,60,8,N,189,1,纯牛奶,饮料
1194,皇氏乳业原味水牛奶,皇氏乳业,广西南宁市,40,8,N,69,1,纯牛奶,饮料
1195,三元小方白纯牛奶 250ml*16礼盒装,三元（SAN YUAN）,中国大陆,190,9,N,32.9,1,纯牛奶,饮料
1196,三剑客三剑客纯牛奶250ml*12盒,三剑客,河南省漯河市,100,6,N,29.9,1,纯牛奶,饮料
1197,德亚牛奶,德亚（Weidendorf）,德国,70,8,N,69.9,1,纯牛奶,饮料
1198,韦沃牛奶,韦沃（VIVA）,其他,100,8,N,78,1,纯牛奶,饮料
1199,渥康无乳糖全脂奶 800ml,渥康（WDOM）,新西兰,170,6,N,225,1,纯牛奶,饮料
1200,乐荷有机脱脂纯牛奶,乐荷（vecozuivel）,荷兰,90,9,N,149,1,纯牛奶,饮料
1201,伊利无菌枕高钙奶 家庭装 240ML*16包,伊利,中国大陆,260,10,N,41,1,纯牛奶,饮料
1202,多美鲜牛奶,多美鲜（SUKI）,德国,260,7,N,46,1,纯牛奶,饮料
1203,伊利金典纯牛奶,伊利,中国大陆,210,8,N,59.8,1,纯牛奶,饮料
1204,乐荷有机脱脂纯牛奶,乐荷（vecozuivel）,荷兰,260,10,N,189,1,纯牛奶,饮料
1205,兰雀200ml*24,兰雀,波兰,340,8,N,79,1,纯牛奶,饮料
1206,天友百特,天友,中国重庆,80,7,N,59.9,1,纯牛奶,饮料
1207,放牧原生全脂牛奶,放牧原生（FREE GRAZING）,澳大利亚,280,6,N,89.9,1,纯牛奶,饮料
1208,卫岗卫岗  纯牛奶 250ml*20盒/礼盒装,卫岗,江苏南京,140,7,N,48.9,1,纯牛奶,饮料
1209,西悦天山牧场 新疆纯牛奶200mL*12盒 全脂牛奶乳品礼盒装,西悦,中国大陆,260,8,N,39,1,纯牛奶,饮料
1210,蒙牛牛奶,蒙牛（MENGNIU）,中国陕西省宝鸡市,190,9,N,62.9,1,纯牛奶,饮料
1211,澳牧原装进口儿童成长纯牛奶 高钙全脂学生早餐 整箱批发特价15盒,澳牧（Australia,澳大利亚,230,9,N,128,1,纯牛奶,饮料
1212,归一有机纯,归一,山东省菏泽市,280,7,N,56,1,纯牛奶,饮料
1213,圣牧有机低脂纯牛奶,圣牧,内蒙古,70,7,N,99,1,纯牛奶,饮料
1214,安佳牛奶,安佳（Anchor）,新西兰,330,7,N,39,1,纯牛奶,饮料
1215,VALIO脱脂纯牛奶,VALIO,澳大利亚,330,8,N,89,1,纯牛奶,饮料
1216,祁牧祁牧牛奶,祁牧,甘肃省嘉峪关市,130,10,N,52,1,纯牛奶,饮料
1217,蒙牛牛奶,蒙牛（MENGNIU）,中国内蒙古呼和浩特,190,9,N,33.9,1,纯牛奶,饮料
1218,纽仕兰牛奶,纽仕兰（Theland）,新西兰,80,6,N,45,1,纯牛奶,饮料
1219,伊利 金典纯牛奶250ml*12盒/箱，保质期6个月，1月产,伊利,中国大陆,100,10,N,48.4,1,纯牛奶,饮料
1220,德质德质240ml脱脂,德质,德国,160,6,N,89,1,纯牛奶,饮料
1221,蒙牛牛奶,蒙牛（MENGNIU）,陕西省宝鸡市/河北省保定市/内蒙古呼和浩特市,180,7,N,39.9,1,纯牛奶,饮料
1222,乐荷有机部分脱脂纯牛奶,乐荷（vecozuivel）,荷兰,240,8,N,129,1,纯牛奶,饮料
1223,渥康全脂纯牛奶4.4 800mL,渥康（WDOM）,新西兰,360,6,N,165,1,纯牛奶,饮料
1224,韦沃牛奶,韦沃（VIVA）,爱尔兰,140,9,N,98,1,纯牛奶,饮料
1225,安佳牛奶 全脂纯牛奶 新西兰进口1l*12 整箱装,安佳（Anchor）,新西兰,180,8,N,149,1,纯牛奶,饮料
1226,天润（terun） 【爆款直降】新疆天润盖瑞纯牛奶全脂灭菌乳205ml*20袋纯奶,天润（terun）,中国大陆,280,9,N,65,1,纯牛奶,饮料
1227,多美鲜牛奶,多美鲜（SUKI）,德国,170,10,N,119,1,纯牛奶,饮料
1228,蒙牛牛奶,蒙牛（MENGNIU）,中国河北省保定市,360,7,N,69.9,1,纯牛奶,饮料
1229,【中粮我买网】哈威鲜（Harvey fresh）纯牛奶1L*12 澳大利亚进口牛奶 全脂,哈威鲜,澳大利亚,140,9,N,109,1,纯牛奶,饮料
1230,德质低脂纯牛奶 490ml*12瓶/箱,德质,德国,320,10,N,229,1,纯牛奶,饮料
1231,原装进口 德国牛奶 sternenfair喜德宝 全脂纯牛奶 1L*12盒 家庭装,喜德宝,德国,350,8,N,336,1,纯牛奶,饮料
1232,乐荷有机部分脱脂纯牛奶,乐荷（vecozuivel）,荷兰,240,7,N,249,1,纯牛奶,饮料
1233,蒙牛牛奶,蒙牛（MENGNIU）,中国大陆,210,6,N,65,1,纯牛奶,饮料
1234,荷高部分脱脂纯牛奶,荷高（Globemilk）,荷兰,150,8,N,89,1,纯牛奶,饮料
1235,三元特选60年纯牛奶250ml*12 礼盒装,三元（SAN YUAN）,中国山东,40,6,N,62,1,纯牛奶,饮料
1236,瑞慕（swissmooh）瑞士原装进口全脂高钙儿童成长成人早餐纯牛奶250ml*12盒,瑞慕（Swissmooh）,瑞士,220,8,N,138,1,纯牛奶,饮料
1237,乐荷有机部分脱脂纯牛奶,乐荷（vecozuivel）,荷兰,200,10,N,189,1,纯牛奶,饮料
1238,德国 进口牛奶 欧德堡（Oldenburger）超高温处理全脂纯牛奶1L*12盒 2箱装,欧德堡（Oldenburger）,德国,270,6,N,270,1,纯牛奶,饮料
1239,兰雀200ml*24,兰雀,波兰,110,9,N,79,1,纯牛奶,饮料
1240,德质低脂纯牛奶 490ml*6瓶/箱,德质,德国,240,10,N,109,1,纯牛奶,饮料
1241,纽仕兰牛奶,纽仕兰（Theland）,新西兰,220,9,N,45,1,纯牛奶,饮料
1242,夏进牛奶,夏进,宁夏吴忠,180,6,N,88,1,纯牛奶,饮料
